Date,Q,Julian,Year,Month,Day,Season,DecYear,waterYear,Qb,Qq,FNConc,FNFlux,Conc,Flux
9/25/1996,0.481386388,53593,1996,9,269,summer,1996.732923,1996,0.454436194,0.036950195,0.1372796,8.435569132,0.098318878,4.089257529
9/26/1996,0.509703235,53594,1996,9,270,summer,1996.735656,1996,0.454915217,0.064788018,0.166260412,13.79487847,0.133445391,5.876716104
9/27/1996,0.538020081,53595,1996,9,271,summer,1996.738388,1996,0.455336109,0.092683972,0.143249653,9.165781954,0.166479736,7.738799724
9/28/1996,0.509703235,53596,1996,9,272,summer,1996.74112,1996,0.455677573,0.064025662,0.124226135,6.876248454,0.13087964,5.763724618
9/29/1996,0.481386388,53597,1996,9,273,summer,1996.743852,1996,0.455919618,0.035466771,0.135950397,11.31256487,0.094012041,3.910128515
9/30/1996,0.481386388,53598,1996,9,274,summer,1996.746585,1996,0.456051375,0.035335013,0.117831096,6.938294401,0.093115338,3.872833037
10/1/1996,0.481386388,53599,1996,10,275,fall,1996.749317,1997,0.455548081,0.035838308,0.111828488,7.013078749,0.092624131,3.852402861
10/2/1996,0.481386388,53600,1996,10,276,fall,1996.752049,1997,0.453922692,0.037463697,0.108268738,6.606881055,0.092898201,3.863801899
10/3/1996,0.453069542,53601,1996,10,277,fall,1996.754781,1997,0.453069542,0.01,0.105645907,6.845377343,0.064697662,2.532603449
10/4/1996,0.481386388,53602,1996,10,278,fall,1996.757514,1997,0.453109362,0.038277026,0.137843329,10.05590578,0.091916472,3.82297005
10/5/1996,0.481386388,53603,1996,10,279,fall,1996.760246,1997,0.453262672,0.038123717,0.136180119,8.111801227,0.090993533,3.784583346
10/6/1996,0.481386388,53604,1996,10,280,fall,1996.762978,1997,0.453552043,0.037834346,0.139940276,10.30851938,0.089887833,3.738595335
10/7/1996,0.538020081,53605,1996,10,281,fall,1996.76571,1997,0.454035845,0.093984236,0.119795273,7.257087568,0.151077397,7.022822967
10/8/1996,0.509703235,53606,1996,10,282,fall,1996.768443,1997,0.454802748,0.064900486,0.12012444,8.75939243,0.119613823,5.267596525
10/9/1996,0.509703235,53607,1996,10,283,fall,1996.771175,1997,0.455807566,0.063895669,0.100472568,5.63359465,0.116317453,5.122429823
10/10/1996,0.509703235,53608,1996,10,284,fall,1996.773907,1997,0.456970475,0.062732759,0.084667893,4.240824384,0.114336055,5.035172277
10/11/1996,0.481386388,53609,1996,10,285,fall,1996.776639,1997,0.458222291,0.033164097,0.084437359,4.246836467,0.083364275,3.46726893
10/12/1996,0.509703235,53610,1996,10,286,fall,1996.779372,1997,0.459503316,0.060199919,0.08472006,4.235772774,0.110269871,4.8561042
10/13/1996,0.509703235,53611,1996,10,287,fall,1996.782104,1997,0.460841946,0.058861289,0.097288387,5.48849197,0.108186725,4.764365881
10/14/1996,0.509703235,53612,1996,10,288,fall,1996.784836,1997,0.462262156,0.057441078,0.118471118,8.661495568,0.106048032,4.670181357
10/15/1996,0.509703235,53613,1996,10,289,fall,1996.787568,1997,0.46374418,0.055959055,0.11696843,7.697629907,0.103857635,4.573719856
10/16/1996,0.509703235,53614,1996,10,290,fall,1996.790301,1997,0.465270756,0.054432479,0.124070559,7.786041124,0.101693884,4.478431808
10/17/1996,0.538020081,53615,1996,10,291,fall,1996.793033,1997,0.466866686,0.081153395,0.117591942,6.958996957,0.129825189,6.034915494
10/18/1996,0.538020081,53616,1996,10,292,fall,1996.795765,1997,0.468592621,0.07942746,0.126798674,8.802180066,0.12742314,5.923256361
10/19/1996,0.509703235,53617,1996,10,293,fall,1996.798497,1997,0.470420083,0.049283152,0.108111682,6.389196332,0.094523119,4.162643098
10/20/1996,0.509703235,53618,1996,10,294,fall,1996.80123,1997,0.472244493,0.047458742,0.099724029,5.462052663,0.092042119,4.053383922
10/21/1996,0.538020081,53619,1996,10,295,fall,1996.803962,1997,0.47405603,0.073964051,0.097945142,5.344834646,0.120161092,5.585680546
10/22/1996,0.566336927,53620,1996,10,296,fall,1996.806694,1997,0.475965824,0.100371103,0.105235694,6.214279926,0.139463891,6.824178829
10/23/1996,0.707921159,53621,1996,10,297,fall,1996.809426,1997,0.478267512,0.239653648,0.141322346,12.47400099,0.219165603,13.40512999
10/24/1996,0.62297062,53622,1996,10,298,fall,1996.812158,1997,0.48121013,0.15176049,0.137973153,10.88660192,0.176731865,9.512532828
10/25/1996,0.594653774,53623,1996,10,299,fall,1996.814891,1997,0.484604952,0.120048822,0.135204468,11.33824691,0.155061332,7.966754443
10/26/1996,0.566336927,53624,1996,10,300,fall,1996.817623,1997,0.488128671,0.088208256,0.16046368,25.62990736,0.131400905,6.429644755
10/27/1996,0.566336927,53625,1996,10,301,fall,1996.820355,1997,0.491623395,0.084713532,0.145904907,14.89234125,0.128288389,6.277344662
10/28/1996,0.566336927,53626,1996,10,302,fall,1996.823087,1997,0.495033832,0.081303095,0.132007181,9.559007056,0.125217892,6.127100619
10/29/1996,0.93445593,53627,1996,10,303,fall,1996.82582,1997,0.498870635,0.445585296,0.128186289,8.487806617,0.306201437,24.7217831
10/30/1996,1.189307547,53628,1996,10,304,fall,1996.828552,1997,0.503315551,0.695991996,0.147268451,18.59987865,0.386257649,39.6903575
10/31/1996,0.736238006,53629,1996,10,305,fall,1996.831284,1997,0.507592493,0.238645513,0.119317859,8.171399952,0.192393506,12.23833633
11/1/1996,0.651287466,53630,1996,11,306,fall,1996.834016,1997,0.511219606,0.15006786,0.131854006,9.405283424,0.164575948,9.260892168
11/2/1996,0.62297062,53631,1996,11,307,fall,1996.836749,1997,0.514163801,0.118806819,0.152195532,12.15791529,0.15011879,8.080093091
11/3/1996,0.594653774,53632,1996,11,308,fall,1996.839481,1997,0.516485462,0.088168312,0.144993857,10.55502475,0.131353956,6.748714837
11/4/1996,0.594653774,53633,1996,11,309,fall,1996.842213,1997,0.518288726,0.086365048,0.147982722,28.81996529,0.129404469,6.648553921
11/5/1996,0.594653774,53634,1996,11,310,fall,1996.844945,1997,0.519627607,0.085026166,0.119161861,10.27237765,0.1276115,6.556434634
11/6/1996,0.62297062,53635,1996,11,311,fall,1996.847678,1997,0.520508635,0.112461986,0.136813223,10.12009436,0.143614402,7.729996563
11/7/1996,0.62297062,53636,1996,11,312,fall,1996.85041,1997,0.520930828,0.112039792,0.113346076,6.992039943,0.141963383,7.641131032
11/8/1996,0.594653774,53637,1996,11,313,fall,1996.853142,1997,0.517482958,0.087170816,0.106053697,7.000076833,0.123889896,6.365225727
11/9/1996,0.594653774,53638,1996,11,314,fall,1996.855874,1997,0.511225865,0.093427909,0.11223822,12.225448,0.123418239,6.340992888
11/10/1996,0.566336927,53639,1996,11,315,fall,1996.858607,1997,0.50560942,0.070727507,0.120287987,13.56937008,0.102790059,5.029672858
11/11/1996,0.566336927,53640,1996,11,316,fall,1996.861339,1997,0.500685568,0.075651359,0.118093408,8.567100489,0.105065043,5.140991255
11/12/1996,0.538020081,53641,1996,11,317,fall,1996.864071,1997,0.496510465,0.051509616,0.115787036,7.677851744,0.085473991,3.973252911
11/13/1996,0.538020081,53642,1996,11,318,fall,1996.866803,1997,0.493144821,0.05487526,0.111309985,7.176052574,0.087864782,4.084388685
11/14/1996,0.538020081,53643,1996,11,319,fall,1996.869536,1997,0.489506286,0.058513795,0.10459176,6.66439347,0.090182938,4.19214802
11/15/1996,0.509703235,53644,1996,11,320,fall,1996.872268,1997,0.486720715,0.032982519,0.113870161,7.39002637,0.071781921,3.161158062
11/16/1996,0.509703235,53645,1996,11,321,fall,1996.875,1997,0.484857268,0.034845967,0.119820447,7.506016083,0.073015335,3.215475556
11/17/1996,0.566336927,53646,1996,11,322,fall,1996.877732,1997,0.482756632,0.093580296,0.118201155,8.096647513,0.105944116,5.184005651
11/18/1996,0.538020081,53647,1996,11,323,fall,1996.880464,1997,0.480276884,0.067743197,0.133025929,12.56999684,0.094823615,4.40786956
11/19/1996,0.538020081,53648,1996,11,324,fall,1996.883197,1997,0.477402947,0.070617134,0.123798885,8.351364686,0.09618837,4.471310113
11/20/1996,0.538020081,53649,1996,11,325,fall,1996.885929,1997,0.474160392,0.073859689,0.111115089,7.139198123,0.097619329,4.537828166
11/21/1996,0.509703235,53650,1996,11,326,fall,1996.888661,1997,0.470934155,0.04876908,0.124255209,12.41600996,0.081237328,3.577558672
11/22/1996,0.509703235,53651,1996,11,327,fall,1996.891393,1997,0.467790716,0.051912519,0.099775001,6.73632581,0.083342768,3.670278776
11/23/1996,0.538020081,53652,1996,11,328,fall,1996.894126,1997,0.464349355,0.083670726,0.151200712,21.49388045,0.101386253,4.71293337
11/24/1996,0.509703235,53653,1996,11,329,fall,1996.896858,1997,0.460628964,0.059074271,0.145173135,12.17960241,0.087347375,3.846635097
11/25/1996,0.509703235,53654,1996,11,330,fall,1996.89959,1997,0.456649969,0.063053266,0.113538399,7.370792774,0.089276679,3.931598467
11/26/1996,0.481386388,53655,1996,11,331,fall,1996.902322,1997,0.453496333,0.037890055,0.125157963,9.200323579,0.073680857,3.064518268
11/27/1996,0.453069542,53656,1996,11,332,fall,1996.905055,1997,0.452382957,0.010686585,0.146326379,14.41166991,0.050442359,1.974576663
11/28/1996,0.453069542,53657,1996,11,333,fall,1996.907787,1997,0.452327288,0.010742254,0.163922774,15.3008244,0.05042398,1.973857222
11/29/1996,0.481386388,53658,1996,11,334,fall,1996.910519,1997,0.452224056,0.039162332,0.136176752,11.31177745,0.074406941,3.094717417
11/30/1996,0.538020081,53659,1996,11,335,fall,1996.913251,1997,0.451900436,0.096119645,0.13931282,10.23249376,0.103120318,4.793541297
12/1/1996,0.538020081,53660,1996,12,336,fall,1996.915984,1997,0.451139215,0.096880866,0.125588449,8.730250241,0.102832896,4.780180506
12/2/1996,0.509703235,53661,1996,12,337,fall,1996.918716,1997,0.449892713,0.069810522,0.110041739,6.838384154,0.090755965,3.996743832
12/3/1996,0.481386388,53662,1996,12,338,fall,1996.921448,1997,0.448282498,0.04310389,0.103555714,6.194377504,0.075831406,3.153963466
12/4/1996,0.481386388,53663,1996,12,339,fall,1996.92418,1997,0.446427926,0.044958462,0.10521622,7.385129986,0.076519403,3.182578476
12/5/1996,0.481386388,53664,1996,12,340,fall,1996.926913,1997,0.44436077,0.047025619,0.10815702,6.854075395,0.077238619,3.212491953
12/6/1996,0.481386388,53665,1996,12,341,fall,1996.929645,1997,0.442068457,0.049317931,0.106790641,6.403373435,0.078030715,3.245436619
12/7/1996,0.481386388,53666,1996,12,342,fall,1996.932377,1997,0.439537049,0.051849339,0.110243903,7.114845725,0.079032337,3.287095901
12/8/1996,0.453069542,53667,1996,12,343,fall,1996.935109,1997,0.437607316,0.025462225,0.105066044,6.496328899,0.060710975,2.376543776
12/9/1996,0.453069542,53668,1996,12,344,fall,1996.937842,1997,0.436353622,0.026715919,0.08904216,4.948159618,0.061184341,2.395073775
12/10/1996,0.453069542,53669,1996,12,345,fall,1996.940574,1997,0.434998278,0.028071264,0.114201828,9.296092443,0.06159913,2.411310799
12/11/1996,0.453069542,53670,1996,12,346,fall,1996.943306,1997,0.43353304,0.029536502,0.099570347,6.384900609,0.061564175,2.409942476
12/12/1996,0.453069542,53671,1996,12,347,fall,1996.946038,1997,0.431948999,0.031120543,0.098409968,5.636669863,0.061415583,2.404125788
12/13/1996,0.481386388,53672,1996,12,348,fall,1996.94877,1997,0.430193474,0.061192915,0.107614236,6.491772496,0.075763867,3.1511544
12/14/1996,0.481386388,53673,1996,12,349,fall,1996.951503,1997,0.428169689,0.063216699,0.142961442,19.50641896,0.075448675,3.138044992
12/15/1996,0.651287466,53674,1996,12,350,fall,1996.954235,1997,0.425563994,0.235723473,0.157240468,12.18408701,0.235560095,13.25525795
12/16/1996,0.566336927,53675,1996,12,351,fall,1996.956967,1997,0.421973099,0.154363828,0.16861201,14.17434947,0.135043632,6.60788891
12/17/1996,0.509703235,53676,1996,12,352,fall,1996.959699,1997,0.417461267,0.102241968,0.140383071,9.475416618,0.091235257,4.017851034
12/18/1996,0.481386388,53677,1996,12,353,fall,1996.962432,1997,0.412345455,0.079040934,0.122077156,7.418076926,0.088605255,3.685250632
12/19/1996,0.453069542,53678,1996,12,354,fall,1996.965164,1997,0.4079055,0.055164042,0.105074506,5.931916835,0.059982851,2.348041207
12/20/1996,0.453069542,53679,1996,12,355,fall,1996.967896,1997,0.40424355,0.058825992,0.096291764,5.267817483,0.060321618,2.361302315
12/21/1996,0.424752696,53680,1996,12,356,fall,1996.970628,1997,0.401432666,0.033320029,0.117759207,7.079154967,0.048380519,1.775498917
12/22/1996,0.424752696,53681,1996,12,357,fall,1996.973361,1997,0.399541853,0.035210842,0.122659648,7.693777934,0.048201216,1.768918744
12/23/1996,0.424752696,53682,1996,12,358,fall,1996.976093,1997,0.397497731,0.037254965,0.154818765,11.26432424,0.048101662,1.765265225
12/24/1996,0.396435849,53683,1996,12,359,fall,1996.978825,1997,0.396435849,0.01,0.13620028,8.954593396,0.039675905,1.358981367
12/25/1996,0.396435849,53684,1996,12,360,fall,1996.981557,1997,0.396435849,0.01,0.134599975,10.37813014,0.039836984,1.36449867
12/26/1996,0.424752696,53685,1996,12,361,fall,1996.98429,1997,0.39647567,0.038277026,0.145592204,12.67056823,0.048707377,1.787494149
12/27/1996,0.424752696,53686,1996,12,362,fall,1996.987022,1997,0.396628979,0.038123717,0.161828566,13.54205931,0.048998594,1.798181426
12/28/1996,0.424752696,53687,1996,12,363,fall,1996.989754,1997,0.39691835,0.037834346,0.153621541,14.31208402,0.049317272,1.809876465
12/29/1996,0.453069542,53688,1996,12,364,fall,1996.992486,1997,0.397362332,0.06570721,0.148355054,10.54776067,0.063419827,2.482582344
12/30/1996,0.453069542,53689,1996,12,365,fall,1996.995219,1997,0.398015746,0.065053796,0.142581137,9.072032716,0.064023442,2.506210988
12/31/1996,0.453069542,53690,1996,12,366,fall,1996.997951,1997,0.398884502,0.06418504,0.13612788,9.900818773,0.064648709,2.530687172
1/1/1997,0.453069542,53691,1997,1,1,fall,1997.000685,1997,0.399932621,0.063136921,0.128966049,9.125624824,0.065299034,2.556144277
1/2/1997,0.453069542,53692,1997,1,2,fall,1997.003425,1997,0.401128314,0.061941228,0.138327779,9.855601927,0.066025999,2.584601499
1/3/1997,0.481386388,53693,1997,1,3,fall,1997.006164,1997,0.402483368,0.08890302,0.135568444,8.522587478,0.095552085,3.974181666
1/4/1997,2.944952022,53694,1997,1,4,fall,1997.008904,1997,0.407511185,2.547440837,0.167901181,19.72251225,1.266718825,322.3088207
1/5/1997,3.256437332,53695,1997,1,5,fall,1997.011644,1997,0.416248681,2.850188651,0.157148033,19.10191613,1.325175421,372.8463016
1/6/1997,1.302574933,53696,1997,1,6,fall,1997.014384,1997,0.424052573,0.88852236,0.124775973,8.204756943,0.727132151,81.83325138
1/7/1997,0.792871698,53697,1997,1,7,fall,1997.017123,1997,0.429626423,0.373245276,0.13312775,11.87418112,0.518700726,35.53313406
1/8/1997,0.538020081,53698,1997,1,8,fall,1997.019863,1997,0.433323463,0.114696618,0.136702585,16.93183185,0.125660855,5.841336661
1/9/1997,0.509703235,53699,1997,1,9,fall,1997.022603,1997,0.436039441,0.083663794,0.140718624,14.72086266,0.10616778,4.675454839
1/10/1997,0.509703235,53700,1997,1,10,fall,1997.025342,1997,0.438264414,0.081438821,0.161781527,13.77337995,0.105490099,4.645610918
1/11/1997,0.481386388,53701,1997,1,11,fall,1997.028082,1997,0.440098011,0.051288377,0.155863587,12.33303842,0.086896207,3.614168277
1/12/1997,0.481386388,53702,1997,1,12,fall,1997.030822,1997,0.441637481,0.049748908,0.158776809,10.50876759,0.08618853,3.58473473
1/13/1997,0.481386388,53703,1997,1,13,fall,1997.033562,1997,0.442935234,0.048451154,0.152451537,12.54012557,0.085664489,3.562938902
1/14/1997,0.481386388,53704,1997,1,14,fall,1997.036301,1997,0.443999163,0.047387225,0.125829498,8.260465521,0.08532858,3.548967847
1/15/1997,0.481386388,53705,1997,1,15,fall,1997.039041,1997,0.444835737,0.046550651,0.103065243,5.509220019,0.085081703,3.538699811
1/16/1997,0.453069542,53706,1997,1,16,fall,1997.041781,1997,0.445493093,0.017576449,0.101831319,5.508326674,0.060102262,2.352715559
1/17/1997,0.453069542,53707,1997,1,17,fall,1997.044521,1997,0.446061327,0.017008215,0.140875301,14.16077769,0.05955211,2.331179768
1/18/1997,0.453069542,53708,1997,1,18,fall,1997.04726,1997,0.446586943,0.016482599,0.166316034,29.82418887,0.059012101,2.310040987
1/19/1997,0.481386388,53709,1997,1,19,fall,1997.05,1997,0.447112958,0.04427343,0.153350805,23.51536151,0.084649548,3.520725706
1/20/1997,0.481386388,53710,1997,1,20,fall,1997.05274,1997,0.447715998,0.04367039,0.162955237,29.22019243,0.084531293,3.515807294
1/21/1997,0.509703235,53711,1997,1,21,fall,1997.055479,1997,0.44846119,0.071242045,0.143291337,15.58753915,0.104532146,4.603424207
1/22/1997,3.398021564,53712,1997,1,22,fall,1997.058219,1997,0.450946985,2.957074579,0.251503524,65.08437507,1.322117826,388.1593338
1/23/1997,1.699010782,53713,1997,1,23,fall,1997.060959,1997,0.454502485,1.254508297,0.218142215,26.39139348,0.928652616,136.3211257
1/24/1997,0.991089623,53714,1997,1,24,fall,1997.063699,1997,0.456600462,0.54448916,0.204460707,15.1467476,0.724333658,62.02479499
1/25/1997,0.707921159,53715,1997,1,25,fall,1997.066438,1997,0.450850875,0.267070284,0.186765691,12.7331811,0.486291226,29.74370531
1/26/1997,0.566336927,53716,1997,1,26,fall,1997.069178,1997,0.43574724,0.140589688,0.155504105,9.966149436,0.187528483,9.176051948
1/27/1997,0.481386388,53717,1997,1,27,fall,1997.071918,1997,0.428602828,0.062783561,0.141243033,8.686960525,0.102970167,4.282712927
1/28/1997,0.481386388,53718,1997,1,28,fall,1997.074658,1997,0.424323079,0.067063309,0.146560282,8.739361308,0.109012427,4.534021294
1/29/1997,0.453069542,53719,1997,1,29,fall,1997.077397,1997,0.420844305,0.042225237,0.175104309,30.8512227,0.084633098,3.312980252
1/30/1997,0.453069542,53720,1997,1,30,fall,1997.080137,1997,0.418231448,0.044838094,0.175150036,22.24530131,0.085113235,3.331775321
1/31/1997,0.481386388,53721,1997,1,31,fall,1997.082877,1997,0.415363688,0.0760227,0.149218605,9.706456484,0.12170776,5.062042875
2/1/1997,0.481386388,53722,1997,2,32,spring,1997.085616,1997,0.412137489,0.0792489,0.135898727,7.966446423,0.125271594,5.21026909
2/2/1997,0.509703235,53723,1997,2,33,spring,1997.088356,1997,0.408447131,0.111256103,0.138655103,8.24037496,0.149519322,6.584585667
2/3/1997,0.566336927,53724,1997,2,34,spring,1997.091096,1997,0.404097978,0.172238949,0.147015475,9.47468592,0.177309306,8.676012173
2/4/1997,0.509703235,53725,1997,2,35,spring,1997.093836,1997,0.398934434,0.1207688,0.141361701,8.894741226,0.137762074,6.066815756
2/5/1997,0.481386388,53726,1997,2,36,spring,1997.096575,1997,0.393054247,0.098332141,0.144854117,8.524475892,0.126791908,5.273501653
2/6/1997,0.453069542,53727,1997,2,37,spring,1997.099315,1997,0.387404667,0.075664874,0.173063833,31.59789655,0.09509907,3.722672903
2/7/1997,0.424752696,53728,1997,2,38,spring,1997.102055,1997,0.383228469,0.051524227,0.182516179,84.6631001,0.068018121,2.496172067
2/8/1997,0.424752696,53729,1997,2,39,spring,1997.104795,1997,0.379861639,0.054891056,0.201762549,34.02602541,0.069145885,2.537559455
2/9/1997,0.424752696,53730,1997,2,40,spring,1997.107534,1997,0.376221824,0.058530871,0.214515141,21.92051493,0.07009548,2.572408301
2/10/1997,0.424752696,53731,1997,2,41,spring,1997.110274,1997,0.372286889,0.062465807,0.243519868,84.20974508,0.070319168,2.580617344
2/11/1997,0.396435849,53732,1997,2,42,spring,1997.113014,1997,0.369180885,0.037254965,0.257720694,77.27305139,0.05253921,1.799576032
2/12/1997,0.368119003,53733,1997,2,43,spring,1997.115753,1997,0.368119003,0.01,0.218038725,31.23087708,0.047384207,1.507077544
2/13/1997,0.396435849,53734,1997,2,44,spring,1997.118493,1997,0.368141416,0.038294433,0.20243467,20.47988061,0.052992446,1.815100285
2/14/1997,0.396435849,53735,1997,2,45,spring,1997.121233,1997,0.368180043,0.038255806,0.213078893,63.26866802,0.05348759,1.832059998
2/15/1997,0.396435849,53736,1997,2,46,spring,1997.123973,1997,0.368200386,0.038235463,0.196190135,43.26909212,0.05398359,1.849049011
2/16/1997,0.368119003,53737,1997,2,47,spring,1997.126712,1997,0.368119003,0.01,0.173323501,18.20178588,0.048400089,1.539388149
2/17/1997,0.396435849,53738,1997,2,48,spring,1997.129452,1997,0.368158823,0.038277026,0.180321727,21.59913489,0.05495616,1.882361553
2/18/1997,4.813863883,53739,1997,2,49,spring,1997.132192,1997,0.374524141,4.449339742,0.219492559,51.347575,1.788268214,743.7726521
2/19/1997,8.155251754,53740,1997,2,50,spring,1997.134932,1997,0.40342857,7.761823184,0.275405645,84.15881779,1.91949237,1352.50072
2/20/1997,4.700596497,53741,1997,2,51,spring,1997.137671,1997,0.449576343,4.261020154,0.351799304,171.1618405,1.439413155,584.5910776
2/21/1997,9.20297507,53742,1997,2,52,spring,1997.140411,1997,0.49328825,8.71968682,0.370275492,164.9339597,1.700568986,1352.1854
2/22/1997,6.31465674,53743,1997,2,53,spring,1997.143151,1997,0.528958621,5.795698119,0.311420775,65.64214616,1.364998236,744.7243948
2/23/1997,2.548516173,53744,1997,2,54,spring,1997.14589,1997,0.554565207,2.003950966,0.309062631,46.61837416,0.827176979,182.1375858
2/24/1997,1.24594124,53745,1997,2,55,spring,1997.14863,1997,0.570870538,0.685070702,0.260932546,37.70368298,0.495734922,53.36552878
2/25/1997,0.991089623,53746,1997,2,56,spring,1997.15137,1997,0.581676434,0.419413189,0.236322692,63.12468863,0.350848612,30.04321696
2/26/1997,0.736238006,53747,1997,2,57,spring,1997.15411,1997,0.589992655,0.156245351,0.260026515,50.56686479,0.169425342,10.77730926
2/27/1997,0.764554852,53748,1997,2,58,spring,1997.156849,1997,0.597030489,0.177524363,0.271819302,66.54312751,0.191840435,12.67250707
2/28/1997,0.679604313,53749,1997,2,59,spring,1997.159589,1997,0.60330466,0.086299653,0.249603181,34.56326446,0.154004682,9.042818057
3/1/1997,4.898814422,53750,1997,3,61,spring,1997.162329,1997,0.614960398,4.293854024,0.267846718,42.10336081,1.15051953,486.9660959
3/2/1997,6.541191511,53751,1997,3,62,spring,1997.165068,1997,0.631989657,5.919201854,0.281419668,76.55875227,1.238918339,700.1857834
3/3/1997,3.567922642,53752,1997,3,63,spring,1997.167808,1997,0.646529277,2.931393366,0.264564479,49.35277554,1.027382086,316.7095513
3/4/1997,1.953862399,53753,1997,3,64,spring,1997.170548,1997,0.656217225,1.307645174,0.221384397,21.87607567,0.71069617,119.9752581
3/5/1997,1.047723316,53754,1997,3,65,spring,1997.173288,1997,0.661205389,0.396517926,0.272084366,45.04915202,0.350973321,31.77126133
3/6/1997,0.764554852,53755,1997,3,66,spring,1997.176027,1997,0.663452401,0.111102451,0.317240858,70.49503416,0.210540556,13.90779101
3/7/1997,0.679604313,53756,1997,3,67,spring,1997.178767,1997,0.664783257,0.024821056,0.349490472,119.7462086,0.119782999,7.033395688
3/8/1997,0.679604313,53757,1997,3,68,spring,1997.181507,1997,0.665894836,0.023709477,0.363668591,104.2885906,0.119682159,7.027474613
3/9/1997,4.049309031,53758,1997,3,69,spring,1997.184247,1997,0.671661694,3.387647337,0.382533283,94.61082506,1.052515701,368.2334592
3/10/1997,4.077625877,53759,1997,3,70,spring,1997.186986,1997,0.681639624,3.405986253,0.376990282,112.5215928,1.051502481,370.4515541
3/11/1997,2.435248788,53760,1997,3,71,spring,1997.189726,1997,0.689772053,1.755476735,0.434879488,191.0061241,0.786728136,165.5319231
3/12/1997,1.217624394,53761,1997,3,72,spring,1997.192466,1997,0.694954699,0.532669695,0.47468424,150.4026344,0.379418115,39.9158282
3/13/1997,0.849505391,53762,1997,3,73,spring,1997.195205,1997,0.69752145,0.161983941,0.417353,119.3378387,0.276970349,20.32886629
3/14/1997,0.764554852,53763,1997,3,74,spring,1997.197945,1997,0.698733481,0.075821371,0.414415932,107.0411232,0.245258189,16.20115244
3/15/1997,0.707921159,53764,1997,3,75,spring,1997.200685,1997,0.699502198,0.018418961,0.351485354,90.38722697,0.137646635,8.419072238
3/16/1997,0.707921159,53765,1997,3,76,spring,1997.203425,1997,0.70013362,0.017787539,0.321836718,53.87384205,0.13853146,8.473191975
3/17/1997,0.877822237,53766,1997,3,77,spring,1997.206164,1997,0.700956609,0.186865629,0.247300658,28.63478668,0.257896522,19.55986286
3/18/1997,0.93445593,53767,1997,3,78,spring,1997.208904,1997,0.701946267,0.242509663,0.224770229,22.18586618,0.257377211,20.7798619
3/19/1997,0.849505391,53768,1997,3,79,spring,1997.211644,1997,0.702787949,0.156717442,0.21571044,24.16851147,0.252062679,18.50071147
3/20/1997,1.076040162,53769,1997,3,80,spring,1997.214384,1997,0.703391021,0.382649141,0.359080358,43.77154213,0.266408999,24.76800996
3/21/1997,1.047723316,53770,1997,3,81,spring,1997.217123,1997,0.703655242,0.354068074,0.236559233,27.12572392,0.256077785,23.18100476
3/22/1997,0.93445593,53771,1997,3,82,spring,1997.219863,1997,0.697701618,0.246754312,0.3052224,36.67567651,0.235845748,19.04147634
3/23/1997,0.764554852,53772,1997,3,83,spring,1997.222603,1997,0.690998466,0.083556386,0.24248354,32.84396225,0.217560199,14.37149139
3/24/1997,0.707921159,53773,1997,3,84,spring,1997.225342,1997,0.687330395,0.030590764,0.256214104,42.93066517,0.149020237,9.114731618
3/25/1997,0.906139084,53774,1997,3,85,spring,1997.228082,1997,0.685359529,0.230779555,0.261984088,70.225308,0.209729866,16.41983861
3/26/1997,0.93445593,53775,1997,3,86,spring,1997.230822,1997,0.682304379,0.262151551,0.25613534,52.94852261,0.208747247,16.85362489
3/27/1997,0.906139084,53776,1997,3,87,spring,1997.233562,1997,0.677801975,0.238337109,0.252683906,36.81737475,0.200477884,15.69549712
3/28/1997,0.991089623,53777,1997,3,88,spring,1997.236301,1997,0.671738837,0.329350786,0.260907908,36.89600215,0.215173398,18.42532892
3/29/1997,1.047723316,53778,1997,3,89,spring,1997.239041,1997,0.66377675,0.393946566,0.25027496,39.73952759,0.230297791,20.84731476
3/30/1997,0.849505391,53779,1997,3,90,spring,1997.241781,1997,0.653867296,0.205638095,0.266982917,42.97767941,0.173818071,12.75777118
3/31/1997,0.792871698,53780,1997,3,91,spring,1997.244521,1997,0.642618661,0.160253037,0.287239334,77.17458096,0.156841404,10.74428156
4/1/1997,0.736238006,53781,1997,4,92,spring,1997.24726,1997,0.632731943,0.113506063,0.267047444,38.99837421,0.154332625,9.817246999
4/2/1997,0.707921159,53782,1997,4,93,spring,1997.25,1997,0.62548754,0.09243362,0.20129732,18.51166531,0.155937587,9.53782708
4/3/1997,0.679604313,53783,1997,4,94,spring,1997.25274,1997,0.619951713,0.0696526,0.219777413,25.26837028,0.153556489,9.016501167
4/4/1997,0.679604313,53784,1997,4,95,spring,1997.255479,1997,0.615115016,0.074489297,0.22891875,25.3721219,0.151320098,8.885185175
4/5/1997,0.707921159,53785,1997,4,96,spring,1997.258219,1997,0.609843104,0.108078055,0.196227837,17.25822468,0.134611001,8.233399506
4/6/1997,0.736238006,53786,1997,4,97,spring,1997.260959,1997,0.603974773,0.142263233,0.209974156,18.31593469,0.138261971,8.794977229
4/7/1997,0.651287466,53787,1997,4,98,spring,1997.263699,1997,0.59882166,0.062465807,0.243792017,27.95214565,0.138791392,7.809963338
4/8/1997,0.62297062,53788,1997,4,99,spring,1997.266438,1997,0.595715655,0.037254965,0.218686855,23.04094026,0.130295167,7.013093272
